[Log]
Num=217
1=[2026-01-29 21:30:08.519] ¡Ú¡Ú¡Ú¡Ú¡Ú Perform Code Reverse Engineering ¡Ú¡Ú¡Ú¡Ú¡Ú
2=[2026-01-29 21:30:24.845] 	¢º Reverse engineering source codes...
3=[2026-01-29 21:30:25.791] 	¢º Compile Error/Warning/Note...
50=[2026-01-29 21:31:25.702] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::Cfg::Soc_Cfg::BMS_SOC_FLAG_SATURATED
51=[2026-01-29 21:31:25.781] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::Cfg::Soc_Cfg::BMS_SOC_V_MIN_MV_SANITY
52=[2026-01-29 21:31:25.932] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::Cfg::Soc_Cfg::BMS_SOC_V_MAX_MV_SANITY
53=[2026-01-29 21:31:26.080] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::Cfg::Soc_Cfg::BMS_SOC_I_MIN_MA_SANITY
54=[2026-01-29 21:31:26.253] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::Cfg::Soc_Cfg::BMS_SOC_I_MAX_MA_SANITY
55=[2026-01-29 21:31:26.359] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::Cfg::Soc_Cfg::BMS_SOC_T_MIN_DC_SANITY
56=[2026-01-29 21:31:26.468] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::Cfg::Soc_Cfg::BMS_SOC_T_MAX_DC_SANITY
57=[2026-01-29 21:31:26.561] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::Cfg::Soc_Cfg.BmsSoc_OcvSocBp_X10
58=[2026-01-29 21:31:26.666] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::Cfg::Soc_Cfg.BmsSoc_OcvTable_mV
59=[2026-01-29 21:31:27.073] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::Cfg::Soc_Cfg::Soc_Cfg
60=[2026-01-29 21:31:27.182] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::Cfg::Soc_Cfg.BmsSoc_OcvSocBp_X10
61=[2026-01-29 21:31:27.211] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::Cfg::Soc_Cfg.BmsSoc_OcvTable_mV
62=[2026-01-29 21:31:27.396] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc::Platform_Types
63=[2026-01-29 21:31:27.432] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc::BmsSoc_Input_t
64=[2026-01-29 21:31:27.930] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc::BmsSoc_Output_t
65=[2026-01-29 21:31:28.103] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsMainCntrl_Soc_Init
66=[2026-01-29 21:31:28.212] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsMainCntrl_Soc_Process_1000ms
67=[2026-01-29 21:31:28.251] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsMainCntrl_Soh_Process_1000ms
68=[2026-01-29 21:31:28.470] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc::BmsMainCntrl_Soc
69=[2026-01-29 21:31:28.616] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc::Soc_Cfg
70=[2026-01-29 21:31:28.716] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.gSocInitDone
71=[2026-01-29 21:31:28.734] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsSoc_State_Init
72=[2026-01-29 21:31:28.757] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsSoc_State_OnInputs
73=[2026-01-29 21:31:29.221] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsSoc_State_IsRestReady
74=[2026-01-29 21:31:29.252] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsSoc_State_ApplyCcDelta
75=[2026-01-29 21:31:29.280] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsSoc_State_ApplyOcvSoc
76=[2026-01-29 21:31:29.350] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsSoc_State_GetSoc
77=[2026-01-29 21:31:29.383] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsSoc_State_GetSoh
78=[2026-01-29 21:31:29.418] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsSoc_State_IsOutputValid
79=[2026-01-29 21:31:29.568] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsSoc_Estimator_CheckInputValid
80=[2026-01-29 21:31:29.614] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsSoc_Estimator_CalcDeltaSocCc_x10
81=[2026-01-29 21:31:29.691] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsSoc_Estimator_EstimateSocFromOcv_x10
82=[2026-01-29 21:31:29.719] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsMainCntrl_Soc_Init
83=[2026-01-29 21:31:29.791] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsMainCntrl_Soc_Process_1000ms
84=[2026-01-29 21:31:29.958] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsMainCntrl_Soc.BmsMainCntrl_Soh_Process_1000ms
85=[2026-01-29 21:31:30.281] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_Estimator::Platform_Types
86=[2026-01-29 21:31:30.347] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_Estimator::Soc_Cfg
87=[2026-01-29 21:31:30.516] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_Estimator::BMS_SOC_CC_DENOM_FACTOR
88=[2026-01-29 21:31:30.623] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_Estimator::BMS_SOC_MS_PER_SEC
89=[2026-01-29 21:31:30.727] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_Estimator::BMS_SOC_OCV_MIN_POINTS
90=[2026-01-29 21:31:30.797] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_Estimator.BmsSoc_AbsS16
91=[2026-01-29 21:31:30.897] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_Estimator.BmsSoc_ClampU16
92=[2026-01-29 21:31:31.184] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_Estimator.BmsSoc_ClampS16
93=[2026-01-29 21:31:31.219] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_Estimator.BmsSoc_InterpSocFromOcv
94=[2026-01-29 21:31:31.242] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_Estimator.BmsSoc_Estimator_CheckInputValid
95=[2026-01-29 21:31:31.427] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_Estimator.BmsSoc_Estimator_CalcDeltaSocCc_x10
96=[2026-01-29 21:31:31.459] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_Estimator.BmsSoc_Estimator_EstimateSocFromOcv_x10
97=[2026-01-29 21:31:31.641] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State::Platform_Types
98=[2026-01-29 21:31:31.739] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State::Soc_Cfg
99=[2026-01-29 21:31:31.888] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State::BmsSoc_State_t
100=[2026-01-29 21:31:32.039] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.gSoc
101=[2026-01-29 21:31:32.138] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_ClampU16
102=[2026-01-29 21:31:32.182] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_AbsDiffU16
103=[2026-01-29 21:31:32.216] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_AbsS16
104=[2026-01-29 21:31:32.251] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_SetFlag
105=[2026-01-29 21:31:32.428] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_ClearFlag
106=[2026-01-29 21:31:32.478] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_State_Init
107=[2026-01-29 21:31:32.631] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_State_OnInputs
108=[2026-01-29 21:31:32.697] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_State_IsRestReady
109=[2026-01-29 21:31:32.804] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_State_ApplyCcDelta
110=[2026-01-29 21:31:32.830] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_State_ApplyOcvSoc
111=[2026-01-29 21:31:32.865] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_State_SetSoh
112=[2026-01-29 21:31:32.890] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_State_GetSoc
113=[2026-01-29 21:31:32.916] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_State_GetSoh
114=[2026-01-29 21:31:33.067] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_State_GetFlags
115=[2026-01-29 21:31:33.095] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_State_GetLastV_mV
116=[2026-01-29 21:31:33.124] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_State_GetLastI_mA
117=[2026-01-29 21:31:33.236] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_State_GetRestTimer
118=[2026-01-29 21:31:33.312] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Soc::BmsSoc_State.BmsSoc_State_IsOutputValid
119=[2026-01-29 21:31:33.547] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData::Rte_Type
120=[2026-01-29 21:31:33.572] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData::OFF
121=[2026-01-29 21:31:33.672] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData::ON
122=[2026-01-29 21:31:33.829] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData::Input_Signal_Type
123=[2026-01-29 21:31:34.049] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData::Input_VcuCmd_Type
124=[2026-01-29 21:31:34.113] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData::Input_CellMeas_Type
125=[2026-01-29 21:31:34.443] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData::Input_CurrMeas_Type
126=[2026-01-29 21:31:34.644] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData::Input_TempMeas_Type
127=[2026-01-29 21:31:34.765] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData::Input_FaultFlag_Type
128=[2026-01-29 21:31:36.036] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData::Bms_PackMeasData_TxType
129=[2026-01-29 21:31:36.331] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData::Bms_PackCalculatedData_TxType
130=[2026-01-29 21:31:36.702] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData::Bms_BattStatusFlags_TxType
131=[2026-01-29 21:31:36.894] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData::BmsModeContext_Type
132=[2026-01-29 21:31:36.997] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData.g_Input_Signal
133=[2026-01-29 21:31:37.061] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData.g_Input_VcuCmd
134=[2026-01-29 21:31:37.126] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData.g_Input_CellMeas
135=[2026-01-29 21:31:37.147] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData.g_Input_CurrMeas
136=[2026-01-29 21:31:37.179] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData.g_Input_TempMeas
137=[2026-01-29 21:31:37.200] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData.g_Input_FaultFlag
138=[2026-01-29 21:31:37.225] 		¡æ Adding : SWC_BMS_MainCntrl_Src::BMS_MainCntrl_GlobalData.g_BmsModeContext
139=[2026-01-29 21:31:37.436] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_StatusDecision::Rte_Type
140=[2026-01-29 21:31:37.533] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_StatusDecision::BMS_STATUS_DETERMINE_H
141=[2026-01-29 21:31:37.633] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_StatusDecision.BMS_Input_ProcessAll
142=[2026-01-29 21:31:37.659] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_StatusDecision.BMS_Input_ValidateSignals
143=[2026-01-29 21:31:37.755] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_StatusDecision.BMS_Logic_MainSequence
144=[2026-01-29 21:31:37.783] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_StatusDecision.BMS_Logic_CheckFaults
145=[2026-01-29 21:31:37.805] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_StatusDecision.BMS_Logic_DecideOperationMode
146=[2026-01-29 21:31:37.835] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_StatusDecision.BMS_Logic_ExecuteControl
147=[2026-01-29 21:31:37.864] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_StatusDecision.BMS_Logic_UpdateOutputs
148=[2026-01-29 21:31:38.142] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_TxMapper_ReportBattInfo::BMS_MainCntrl_GlobalData
149=[2026-01-29 21:31:38.163] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_TxMapper_ReportBattInfo::Rte_Type
150=[2026-01-29 21:31:38.182] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_TxMapper_ReportBattInfo.BMS_TxMap_ReportBattInfo
151=[2026-01-29 21:31:38.536] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_BattStatusFlags::BMS_MainCntrl_GlobalData
152=[2026-01-29 21:31:38.636] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_BattStatusFlags.Bms_Tx_BattStatusFlags_Write
153=[2026-01-29 21:31:38.833] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_PackCalculatedData::BMS_MainCntrl_GlobalData
154=[2026-01-29 21:31:38.856] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_PackCalculatedData.Bms_Tx_PackCalculatedData_Write
155=[2026-01-29 21:31:39.060] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_PackMeasData::BMS_MainCntrl_GlobalData
156=[2026-01-29 21:31:39.077] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_PackMeasData.Bms_Tx_PackMeasData_Write
157=[2026-01-29 21:31:39.298] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_ControlExecutor::BMS_MainCntrl_GlobalData
158=[2026-01-29 21:31:39.364] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_ControlExecutor::Bms_StatusDecision
159=[2026-01-29 21:31:39.523] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_ControlExecutor::Rte_SWC_BMS_MainCntrl
160=[2026-01-29 21:31:39.577] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_ControlExecutor.BMS_Logic_ExecuteControl
161=[2026-01-29 21:31:39.659] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_ControlExecutor.BMS_Logic_UpdateOutputs
162=[2026-01-29 21:31:39.878] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_InputHandler::BMS_MainCntrl_GlobalData
163=[2026-01-29 21:31:39.986] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_InputHandler::Bms_StatusDecision
164=[2026-01-29 21:31:40.097] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_InputHandler::Rte_SWC_BMS_MainCntrl
165=[2026-01-29 21:31:40.188] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_InputHandler.BMS_Input_ValidateSignals
166=[2026-01-29 21:31:40.219] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_InputHandler.BMS_Input_ProcessAll
167=[2026-01-29 21:31:40.419] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_StatusDecision::BMS_MainCntrl_GlobalData
168=[2026-01-29 21:31:40.569] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_StatusDecision::Bms_StatusDecision
169=[2026-01-29 21:31:40.716] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_StatusDecision::Rte_SWC_BMS_MainCntrl
170=[2026-01-29 21:31:40.824] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_StatusDecision.BMS_Logic_CheckFaults
171=[2026-01-29 21:31:40.850] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_StatusDecision.BMS_Logic_DecideOperationMode
172=[2026-01-29 21:31:40.926] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_StatusDecision.BMS_Logic_MainSequence
173=[2026-01-29 21:31:41.142] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_TxMapper_ReportBattInfo::Bms_TxMapper_ReportBattInfo
174=[2026-01-29 21:31:41.249] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_TxMapper_ReportBattInfo.BMS_TxMap_ReportBattInfo
175=[2026-01-29 21:31:41.489] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_BattStatusFlags::Bms_Tx_BattStatusFlags
176=[2026-01-29 21:31:41.565] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_BattStatusFlags::Rte_SWC_BMS_MainCntrl
177=[2026-01-29 21:31:41.603] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_BattStatusFlags::TxPolicyType
178=[2026-01-29 21:31:41.950] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_BattStatusFlags.Bms_Tx_BattStatusFlags_Write
179=[2026-01-29 21:31:42.155] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_PackCaculatedData::Bms_Tx_PackCalculatedData
180=[2026-01-29 21:31:42.177] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_PackCaculatedData::Rte_SWC_BMS_MainCntrl
181=[2026-01-29 21:31:42.338] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_PackCaculatedData::TxPolicyType
182=[2026-01-29 21:31:42.474] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_PackCaculatedData.Bms_Tx_PackCalculatedData_Write
183=[2026-01-29 21:31:42.778] 		¡æ Adding : SWC_BMS_MainCntrl_Src::Bms_Tx_PackMeasData::Bms_Tx_PackMeasData
